timestamp,open,high,low,close,volume,year,month,day
2026-01-01 02:00:00+00:00,2984.33,2985.13,2983.33,2985.12,235.2069,2026,1,1
2026-01-01 02:05:00+00:00,2985.12,2987.0,2985.12,2985.55,231.5298,2026,1,1
2026-01-01 02:10:00+00:00,2985.54,2985.54,2984.85,2985.46,108.8208,2026,1,1
2026-01-01 02:15:00+00:00,2985.45,2987.82,2985.21,2986.11,322.7705,2026,1,1
2026-01-01 02:20:00+00:00,2986.11,2986.95,2985.04,2985.58,147.5295,2026,1,1
2026-01-01 02:25:00+00:00,2985.58,2985.59,2982.93,2984.43,243.8262,2026,1,1
2026-01-01 02:30:00+00:00,2984.43,2986.57,2983.49,2984.14,229.0631,2026,1,1
2026-01-01 02:35:00+00:00,2984.15,2985.14,2982.22,2984.69,242.6321,2026,1,1
2026-01-01 02:40:00+00:00,2984.69,2985.46,2982.78,2982.79,124.5496,2026,1,1
2026-01-01 02:45:00+00:00,2982.79,2983.5,2982.04,2982.04,149.5602,2026,1,1
2026-01-01 02:50:00+00:00,2982.04,2982.29,2980.9,2982.29,218.9528,2026,1,1
2026-01-01 02:55:00+00:00,2982.28,2983.62,2982.0,2982.49,178.3069,2026,1,1
2026-01-01 03:00:00+00:00,2982.5,2983.14,2981.62,2983.14,134.5862,2026,1,1
2026-01-01 03:05:00+00:00,2983.14,2983.35,2981.86,2983.35,144.9568,2026,1,1
2026-01-01 03:10:00+00:00,2983.35,2984.39,2983.14,2984.39,189.228,2026,1,1
2026-01-01 03:15:00+00:00,2984.39,2985.5,2983.7,2985.49,248.3687,2026,1,1
2026-01-01 03:20:00+00:00,2985.49,2986.18,2983.14,2983.27,185.246,2026,1,1
2026-01-01 03:25:00+00:00,2983.27,2983.47,2982.54,2983.32,147.3552,2026,1,1
2026-01-01 03:30:00+00:00,2983.31,2983.31,2982.01,2982.29,94.5196,2026,1,1
2026-01-01 03:35:00+00:00,2982.3,2983.49,2982.29,2983.41,107.3065,2026,1,1
2026-01-01 03:40:00+00:00,2983.41,2983.9,2982.99,2983.0,71.6758,2026,1,1
2026-01-01 03:45:00+00:00,2983.0,2983.0,2982.11,2982.16,159.7788,2026,1,1
2026-01-01 03:50:00+00:00,2982.15,2982.15,2980.99,2981.14,101.6443,2026,1,1
2026-01-01 03:55:00+00:00,2981.15,2981.15,2979.53,2980.0,207.9281,2026,1,1
2026-01-01 04:00:00+00:00,2979.99,2980.9,2979.77,2980.6,142.2177,2026,1,1
2026-01-01 04:05:00+00:00,2980.61,2980.97,2977.28,2977.29,201.5503,2026,1,1
2026-01-01 04:10:00+00:00,2977.28,2978.37,2976.01,2976.76,300.1861,2026,1,1
2026-01-01 04:15:00+00:00,2976.76,2976.76,2974.49,2974.86,302.7398,2026,1,1
2026-01-01 04:20:00+00:00,2974.87,2977.05,2974.87,2976.48,457.5123,2026,1,1
2026-01-01 04:25:00+00:00,2976.49,2978.28,2975.59,2977.86,196.8717,2026,1,1
2026-01-01 04:30:00+00:00,2977.87,2979.27,2977.32,2977.32,314.5819,2026,1,1
2026-01-01 04:35:00+00:00,2977.33,2978.51,2976.75,2976.76,503.3992,2026,1,1
2026-01-01 04:40:00+00:00,2976.75,2979.69,2972.99,2973.54,6156.4948,2026,1,1
2026-01-01 04:45:00+00:00,2973.54,2976.44,2973.3,2975.83,469.8156,2026,1,1
2026-01-01 04:50:00+00:00,2975.83,2975.83,2974.5,2974.5,201.7993,2026,1,1
2026-01-01 04:55:00+00:00,2974.51,2976.97,2974.51,2975.35,410.5586,2026,1,1
2026-01-01 05:00:00+00:00,2975.36,2978.65,2975.36,2978.17,213.6258,2026,1,1
2026-01-01 05:05:00+00:00,2978.17,2980.85,2978.16,2980.22,250.9967,2026,1,1
2026-01-01 05:10:00+00:00,2980.22,2980.23,2979.02,2979.61,133.2814,2026,1,1
2026-01-01 05:15:00+00:00,2979.62,2980.89,2979.62,2980.49,186.1566,2026,1,1
2026-01-01 05:20:00+00:00,2980.5,2980.66,2979.49,2980.42,208.8027,2026,1,1
2026-01-01 05:25:00+00:00,2980.42,2982.15,2980.42,2982.15,338.1628,2026,1,1
2026-01-01 05:30:00+00:00,2982.14,2983.79,2980.02,2982.79,666.4847,2026,1,1
2026-01-01 05:35:00+00:00,2982.79,2983.48,2981.31,2981.31,270.3266,2026,1,1
2026-01-01 05:40:00+00:00,2981.31,2982.43,2981.3,2982.24,1066.353,2026,1,1
2026-01-01 05:45:00+00:00,2982.24,2982.84,2982.13,2982.13,157.2019,2026,1,1
2026-01-01 05:50:00+00:00,2982.14,2983.09,2982.14,2982.44,195.6255,2026,1,1
2026-01-01 05:55:00+00:00,2982.44,2982.44,2981.48,2981.49,243.8162,2026,1,1
2026-01-01 06:00:00+00:00,2981.49,2981.49,2980.0,2980.47,323.8844,2026,1,1
2026-01-01 06:05:00+00:00,2980.48,2980.48,2978.63,2978.64,876.8498,2026,1,1
2026-01-01 06:10:00+00:00,2978.64,2980.47,2978.05,2980.46,1152.082,2026,1,1
2026-01-01 06:15:00+00:00,2980.46,2980.96,2979.62,2979.63,176.0255,2026,1,1
2026-01-01 06:20:00+00:00,2979.62,2979.63,2979.62,2979.62,44.1272,2026,1,1
2026-01-01 06:25:00+00:00,2979.62,2980.0,2978.0,2979.3,396.4464,2026,1,1
2026-01-01 06:30:00+00:00,2979.29,2979.29,2977.7,2979.12,515.6448,2026,1,1
2026-01-01 06:35:00+00:00,2979.12,2979.5,2979.11,2979.16,94.6682,2026,1,1
2026-01-01 06:40:00+00:00,2979.16,2979.16,2977.99,2978.0,264.7394,2026,1,1
2026-01-01 06:45:00+00:00,2978.0,2978.45,2976.99,2976.99,583.6179,2026,1,1
2026-01-01 06:50:00+00:00,2977.0,2977.6,2976.49,2976.5,955.0641,2026,1,1
2026-01-01 06:55:00+00:00,2976.5,2976.5,2975.89,2975.89,351.1702,2026,1,1
2026-01-01 07:00:00+00:00,2975.9,2978.0,2975.89,2977.4,1094.1754,2026,1,1
2026-01-01 07:05:00+00:00,2977.4,2980.47,2977.39,2979.64,446.8929,2026,1,1
2026-01-01 07:10:00+00:00,2979.64,2979.64,2977.67,2978.0,288.9646,2026,1,1
2026-01-01 07:15:00+00:00,2978.0,2979.89,2977.99,2979.83,353.3257,2026,1,1
2026-01-01 07:20:00+00:00,2979.82,2979.82,2978.89,2978.89,107.3886,2026,1,1
2026-01-01 07:25:00+00:00,2978.9,2978.9,2977.3,2977.52,241.5943,2026,1,1
2026-01-01 07:30:00+00:00,2977.52,2979.46,2977.52,2979.2,394.7984,2026,1,1
2026-01-01 07:35:00+00:00,2979.19,2980.89,2979.19,2980.53,828.8442,2026,1,1
2026-01-01 07:40:00+00:00,2980.53,2980.54,2980.18,2980.39,192.1348,2026,1,1
2026-01-01 07:45:00+00:00,2980.39,2980.75,2978.07,2978.56,341.0718,2026,1,1
2026-01-01 07:50:00+00:00,2978.55,2979.07,2978.55,2978.8,227.9366,2026,1,1
2026-01-01 07:55:00+00:00,2978.79,2978.8,2978.2,2978.53,279.3661,2026,1,1
2026-01-01 08:00:00+00:00,2978.52,2980.14,2977.8,2978.5,946.1356,2026,1,1
2026-01-01 08:05:00+00:00,2978.49,2981.44,2978.49,2981.43,405.0221,2026,1,1
2026-01-01 08:10:00+00:00,2981.44,2981.76,2980.51,2980.53,290.9705,2026,1,1
2026-01-01 08:15:00+00:00,2980.52,2981.72,2980.52,2981.72,197.0938,2026,1,1
2026-01-01 08:20:00+00:00,2981.72,2982.3,2981.45,2981.46,134.7414,2026,1,1
2026-01-01 08:25:00+00:00,2981.46,2981.46,2981.43,2981.44,72.6344,2026,1,1
2026-01-01 08:30:00+00:00,2981.44,2983.0,2981.44,2982.73,177.6828,2026,1,1
2026-01-01 08:35:00+00:00,2982.72,2982.73,2981.0,2981.24,203.2768,2026,1,1
2026-01-01 08:40:00+00:00,2981.25,2981.25,2980.0,2980.01,201.2831,2026,1,1
2026-01-01 08:45:00+00:00,2980.01,2981.5,2980.01,2980.75,158.4549,2026,1,1
2026-01-01 08:50:00+00:00,2980.75,2981.49,2980.75,2980.94,237.2351,2026,1,1
2026-01-01 08:55:00+00:00,2980.94,2982.75,2980.93,2982.59,1006.9264,2026,1,1
2026-01-01 09:00:00+00:00,2982.59,2983.45,2982.19,2983.44,436.092,2026,1,1
2026-01-01 09:05:00+00:00,2983.45,2984.86,2982.15,2984.19,693.6113,2026,1,1
2026-01-01 09:10:00+00:00,2984.19,2985.73,2983.93,2984.45,413.1531,2026,1,1
2026-01-01 09:15:00+00:00,2984.46,2987.41,2984.45,2986.83,466.5411,2026,1,1
2026-01-01 09:20:00+00:00,2986.83,2986.83,2984.85,2985.97,479.1461,2026,1,1
2026-01-01 09:25:00+00:00,2985.97,2985.98,2984.25,2984.26,162.5811,2026,1,1
2026-01-01 09:30:00+00:00,2984.26,2984.71,2984.09,2984.09,321.7979,2026,1,1
2026-01-01 09:35:00+00:00,2984.09,2985.49,2982.69,2985.49,403.867,2026,1,1
2026-01-01 09:40:00+00:00,2985.49,2985.5,2984.87,2985.49,190.3479,2026,1,1
2026-01-01 09:45:00+00:00,2985.49,2985.49,2985.46,2985.47,129.1557,2026,1,1
2026-01-01 09:50:00+00:00,2985.47,2985.47,2983.88,2984.14,487.7967,2026,1,1
2026-01-01 09:55:00+00:00,2984.14,2984.14,2983.34,2984.0,217.3758,2026,1,1
2026-01-01 10:00:00+00:00,2984.0,2985.42,2983.99,2985.38,108.2676,2026,1,1
2026-01-01 10:05:00+00:00,2985.39,2985.5,2984.85,2984.91,397.9107,2026,1,1
2026-01-01 10:10:00+00:00,2984.91,2985.77,2984.91,2985.77,123.2778,2026,1,1
2026-01-01 10:15:00+00:00,2985.76,2985.77,2984.09,2984.1,309.7688,2026,1,1
2026-01-01 10:20:00+00:00,2984.1,2984.1,2982.14,2982.22,396.7687,2026,1,1
2026-01-01 10:25:00+00:00,2982.21,2983.29,2982.21,2983.28,208.898,2026,1,1
2026-01-01 10:30:00+00:00,2983.28,2983.29,2983.28,2983.28,84.1745,2026,1,1
2026-01-01 10:35:00+00:00,2983.29,2983.3,2983.28,2983.29,369.2076,2026,1,1
2026-01-01 10:40:00+00:00,2983.29,2983.44,2982.59,2982.92,682.8665,2026,1,1
2026-01-01 10:45:00+00:00,2982.92,2982.92,2982.91,2982.91,43.3655,2026,1,1
2026-01-01 10:50:00+00:00,2982.92,2984.09,2982.91,2984.09,72.7588,2026,1,1
2026-01-01 10:55:00+00:00,2984.08,2985.0,2984.08,2985.0,222.1199,2026,1,1
2026-01-01 11:00:00+00:00,2984.99,2986.04,2984.99,2986.03,253.5182,2026,1,1
2026-01-01 11:05:00+00:00,2986.03,2986.5,2986.03,2986.03,455.7015,2026,1,1
2026-01-01 11:10:00+00:00,2986.03,2987.7,2986.03,2986.27,726.9538,2026,1,1
2026-01-01 11:15:00+00:00,2986.26,2993.2,2986.26,2988.67,1584.9121,2026,1,1
2026-01-01 11:20:00+00:00,2988.67,2989.44,2988.66,2989.44,222.9826,2026,1,1
2026-01-01 11:25:00+00:00,2989.43,2989.44,2986.57,2987.09,478.7949,2026,1,1
2026-01-01 11:30:00+00:00,2987.09,2988.19,2986.49,2987.62,405.3851,2026,1,1
2026-01-01 11:35:00+00:00,2987.63,2987.98,2985.16,2985.87,392.2706,2026,1,1
2026-01-01 11:40:00+00:00,2985.87,2986.74,2985.63,2985.64,282.8056,2026,1,1
2026-01-01 11:45:00+00:00,2985.64,2987.26,2985.63,2987.26,406.9921,2026,1,1
2026-01-01 11:50:00+00:00,2987.25,2989.47,2987.25,2988.61,765.3358,2026,1,1
2026-01-01 11:55:00+00:00,2988.6,2989.7,2988.6,2989.69,1230.7419,2026,1,1
2026-01-01 12:00:00+00:00,2989.7,2989.7,2987.67,2989.27,433.5292,2026,1,1
2026-01-01 12:05:00+00:00,2989.27,2989.77,2987.16,2989.77,417.9242,2026,1,1
2026-01-01 12:10:00+00:00,2989.78,2990.45,2988.45,2988.46,727.8479,2026,1,1
2026-01-01 12:15:00+00:00,2988.45,2988.95,2986.64,2986.64,371.0484,2026,1,1
2026-01-01 12:20:00+00:00,2986.64,2986.65,2984.0,2984.34,459.572,2026,1,1
2026-01-01 12:25:00+00:00,2984.33,2986.37,2984.33,2986.02,263.4627,2026,1,1
2026-01-01 12:30:00+00:00,2986.02,2986.03,2983.36,2984.31,488.4184,2026,1,1
2026-01-01 12:35:00+00:00,2984.31,2984.95,2984.04,2984.94,204.8559,2026,1,1
2026-01-01 12:40:00+00:00,2984.94,2985.0,2984.0,2984.5,400.3151,2026,1,1
2026-01-01 12:45:00+00:00,2984.5,2985.86,2984.5,2985.26,259.4471,2026,1,1
2026-01-01 12:50:00+00:00,2985.26,2986.78,2985.25,2986.42,474.1783,2026,1,1
2026-01-01 12:55:00+00:00,2986.42,2988.28,2986.42,2987.69,518.611,2026,1,1
2026-01-01 13:00:00+00:00,2987.7,2987.7,2986.01,2986.38,354.6283,2026,1,1
2026-01-01 13:05:00+00:00,2986.38,2990.09,2986.38,2988.95,893.4345,2026,1,1
2026-01-01 13:10:00+00:00,2988.95,2989.79,2988.21,2988.97,223.4503,2026,1,1
2026-01-01 13:15:00+00:00,2988.97,2988.98,2987.01,2987.19,492.5872,2026,1,1
2026-01-01 13:20:00+00:00,2987.19,2988.6,2985.08,2985.08,667.1343,2026,1,1
2026-01-01 13:25:00+00:00,2985.09,2985.09,2983.8,2983.8,259.4794,2026,1,1
2026-01-01 13:30:00+00:00,2983.81,2984.39,2982.02,2984.39,386.1696,2026,1,1
2026-01-01 13:35:00+00:00,2984.38,2985.23,2983.5,2984.86,276.2242,2026,1,1
2026-01-01 13:40:00+00:00,2984.85,2986.0,2984.29,2984.99,206.1602,2026,1,1
2026-01-01 13:45:00+00:00,2984.99,2984.99,2982.53,2983.06,1016.3959,2026,1,1
2026-01-01 13:50:00+00:00,2983.06,2984.4,2982.99,2983.0,196.0275,2026,1,1
2026-01-01 13:55:00+00:00,2983.0,2983.3,2982.84,2982.96,370.9068,2026,1,1
2026-01-01 14:00:00+00:00,2982.96,2982.96,2978.13,2980.04,2778.6663,2026,1,1
2026-01-01 14:05:00+00:00,2980.05,2981.42,2979.02,2981.1,378.1962,2026,1,1
2026-01-01 14:10:00+00:00,2981.11,2984.62,2981.1,2982.59,994.2513,2026,1,1
2026-01-01 14:15:00+00:00,2982.59,2984.03,2981.26,2982.01,628.1704,2026,1,1
2026-01-01 14:20:00+00:00,2982.01,2982.01,2979.99,2980.0,217.7264,2026,1,1
2026-01-01 14:25:00+00:00,2980.0,2980.98,2978.99,2979.99,429.2037,2026,1,1
2026-01-01 14:30:00+00:00,2979.99,2980.84,2977.74,2980.83,445.9735,2026,1,1
2026-01-01 14:35:00+00:00,2980.83,2982.09,2980.75,2980.76,188.9869,2026,1,1
2026-01-01 14:40:00+00:00,2980.76,2981.16,2979.44,2981.16,355.3521,2026,1,1
2026-01-01 14:45:00+00:00,2981.15,2983.5,2981.15,2983.5,323.3502,2026,1,1
2026-01-01 14:50:00+00:00,2983.5,2986.45,2983.5,2985.6,678.4536,2026,1,1
2026-01-01 14:55:00+00:00,2985.6,2985.6,2984.7,2985.15,291.8927,2026,1,1
2026-01-01 15:00:00+00:00,2985.16,2986.02,2984.0,2984.0,278.6997,2026,1,1
2026-01-01 15:05:00+00:00,2984.0,2985.01,2981.05,2981.05,206.6115,2026,1,1
2026-01-01 15:10:00+00:00,2981.04,2982.75,2980.75,2982.75,613.4938,2026,1,1
2026-01-01 15:15:00+00:00,2982.75,2987.3,2982.74,2984.07,301.8708,2026,1,1
2026-01-01 15:20:00+00:00,2984.08,2984.56,2982.14,2982.15,177.0881,2026,1,1
2026-01-01 15:25:00+00:00,2982.14,2985.03,2982.14,2985.02,68.7659,2026,1,1
2026-01-01 15:30:00+00:00,2985.03,2987.0,2983.84,2985.1,443.4502,2026,1,1
2026-01-01 15:35:00+00:00,2985.09,2987.64,2985.09,2985.5,256.0404,2026,1,1
2026-01-01 15:40:00+00:00,2985.51,2994.59,2985.5,2988.47,2430.9533,2026,1,1
2026-01-01 15:45:00+00:00,2988.48,2994.87,2987.14,2990.22,838.7843,2026,1,1
2026-01-01 15:50:00+00:00,2990.22,2990.67,2988.56,2990.43,291.2469,2026,1,1
2026-01-01 15:55:00+00:00,2990.44,2990.44,2988.8,2989.87,241.7493,2026,1,1
2026-01-01 16:00:00+00:00,2989.87,2990.84,2986.01,2987.07,706.0647,2026,1,1
2026-01-01 16:05:00+00:00,2987.06,2988.94,2985.65,2987.09,407.6208,2026,1,1
2026-01-01 16:10:00+00:00,2987.09,2987.54,2984.45,2984.46,1570.6524,2026,1,1
2026-01-01 16:15:00+00:00,2984.45,2986.32,2981.98,2984.04,573.0372,2026,1,1
2026-01-01 16:20:00+00:00,2984.04,2984.04,2980.75,2982.97,290.5407,2026,1,1
2026-01-01 16:25:00+00:00,2982.98,2985.43,2982.97,2985.42,118.5588,2026,1,1
2026-01-01 16:30:00+00:00,2985.42,2986.95,2984.04,2984.04,674.935,2026,1,1
2026-01-01 16:35:00+00:00,2984.05,2985.28,2983.4,2984.2,387.8624,2026,1,1
2026-01-01 16:40:00+00:00,2984.18,2984.18,2981.76,2981.77,705.0154,2026,1,1
2026-01-01 16:45:00+00:00,2981.78,2984.44,2981.77,2982.89,775.0938,2026,1,1
2026-01-01 16:50:00+00:00,2982.88,2982.96,2981.04,2981.08,235.9522,2026,1,1
2026-01-01 16:55:00+00:00,2981.08,2982.62,2981.07,2982.29,393.6856,2026,1,1
2026-01-01 17:00:00+00:00,2982.28,2984.08,2980.89,2984.08,455.3777,2026,1,1
2026-01-01 17:05:00+00:00,2984.07,2984.69,2983.49,2983.5,331.7668,2026,1,1
2026-01-01 17:10:00+00:00,2983.5,2985.98,2983.49,2985.55,763.6607,2026,1,1
2026-01-01 17:15:00+00:00,2985.56,2987.2,2985.37,2985.97,598.9443,2026,1,1
2026-01-01 17:20:00+00:00,2985.98,2991.66,2985.97,2988.46,814.9746,2026,1,1
2026-01-01 17:25:00+00:00,2988.45,2992.0,2987.11,2991.84,531.1726,2026,1,1
2026-01-01 17:30:00+00:00,2991.85,3005.98,2991.85,2994.3,4679.3802,2026,1,1
2026-01-01 17:35:00+00:00,2994.31,2997.51,2992.23,2995.29,1447.0825,2026,1,1
2026-01-01 17:40:00+00:00,2995.29,2996.89,2990.44,2991.13,1283.7702,2026,1,1
2026-01-01 17:45:00+00:00,2991.12,2994.22,2990.79,2992.39,561.3807,2026,1,1
2026-01-01 17:50:00+00:00,2992.4,2995.0,2992.1,2993.78,346.4634,2026,1,1
2026-01-01 17:55:00+00:00,2993.78,2993.78,2986.92,2990.44,941.581,2026,1,1
2026-01-01 18:00:00+00:00,2990.44,2992.64,2985.45,2989.48,1172.0209,2026,1,1
2026-01-01 18:05:00+00:00,2989.48,2990.0,2985.15,2989.39,566.9921,2026,1,1
2026-01-01 18:10:00+00:00,2989.39,2989.68,2987.49,2987.5,310.3203,2026,1,1
2026-01-01 18:15:00+00:00,2987.5,2989.92,2986.54,2989.73,253.634,2026,1,1
2026-01-01 18:20:00+00:00,2989.72,2991.95,2988.71,2989.51,408.0612,2026,1,1
2026-01-01 18:25:00+00:00,2989.51,2989.95,2986.19,2986.61,856.6374,2026,1,1
2026-01-01 18:30:00+00:00,2986.61,2987.61,2986.61,2987.6,446.0014,2026,1,1
2026-01-01 18:35:00+00:00,2987.61,2989.52,2987.26,2987.44,708.7365,2026,1,1
2026-01-01 18:40:00+00:00,2987.45,2990.4,2986.8,2990.39,261.8448,2026,1,1
2026-01-01 18:45:00+00:00,2990.39,2992.74,2990.16,2991.15,251.4312,2026,1,1
2026-01-01 18:50:00+00:00,2991.15,2991.75,2988.19,2988.93,385.5955,2026,1,1
2026-01-01 18:55:00+00:00,2988.94,2990.41,2988.94,2990.41,154.7329,2026,1,1
2026-01-01 19:00:00+00:00,2990.4,2990.41,2988.49,2989.76,207.3419,2026,1,1
2026-01-01 19:05:00+00:00,2989.77,2990.13,2987.82,2988.21,209.8456,2026,1,1
2026-01-01 19:10:00+00:00,2988.21,2988.76,2987.23,2987.53,203.3077,2026,1,1
2026-01-01 19:15:00+00:00,2987.53,2988.67,2987.49,2987.92,581.0562,2026,1,1
2026-01-01 19:20:00+00:00,2987.92,2988.91,2987.24,2988.04,156.4508,2026,1,1
2026-01-01 19:25:00+00:00,2988.04,2988.57,2987.89,2988.41,63.0908,2026,1,1
2026-01-01 19:30:00+00:00,2988.41,2988.54,2987.78,2988.46,95.6452,2026,1,1
2026-01-01 19:35:00+00:00,2988.46,2992.41,2988.32,2992.41,130.2419,2026,1,1
2026-01-01 19:40:00+00:00,2992.4,2994.46,2992.35,2993.78,544.3704,2026,1,1
2026-01-01 19:45:00+00:00,2993.78,2995.0,2992.64,2995.0,247.5925,2026,1,1
2026-01-01 19:50:00+00:00,2995.0,2998.04,2995.0,2995.98,487.3333,2026,1,1
2026-01-01 19:55:00+00:00,2995.99,2995.99,2994.15,2995.42,260.4014,2026,1,1
2026-01-01 20:00:00+00:00,2995.42,2997.15,2992.89,2993.4,727.6683,2026,1,1
2026-01-01 20:05:00+00:00,2993.4,2994.55,2993.05,2994.09,187.3626,2026,1,1
2026-01-01 20:10:00+00:00,2994.1,2994.98,2992.68,2992.69,158.9046,2026,1,1
2026-01-01 20:15:00+00:00,2992.68,2993.4,2991.58,2993.05,166.2565,2026,1,1
2026-01-01 20:20:00+00:00,2993.05,2993.06,2991.54,2991.54,187.8675,2026,1,1
2026-01-01 20:25:00+00:00,2991.55,2992.85,2990.82,2992.85,243.1928,2026,1,1
2026-01-01 20:30:00+00:00,2992.85,2992.86,2990.03,2991.3,197.3267,2026,1,1
2026-01-01 20:35:00+00:00,2991.31,2991.7,2989.12,2990.69,189.4791,2026,1,1
2026-01-01 20:40:00+00:00,2990.7,2991.45,2989.06,2989.07,592.7095,2026,1,1
2026-01-01 20:45:00+00:00,2989.07,2989.81,2987.54,2989.43,744.0947,2026,1,1
2026-01-01 20:50:00+00:00,2989.43,2989.5,2988.12,2988.41,191.7401,2026,1,1
2026-01-01 20:55:00+00:00,2988.41,2989.15,2988.4,2989.08,180.1175,2026,1,1
2026-01-01 21:00:00+00:00,2989.09,2989.78,2988.31,2988.93,191.7676,2026,1,1
2026-01-01 21:05:00+00:00,2988.94,2991.21,2988.0,2991.2,211.1796,2026,1,1
2026-01-01 21:10:00+00:00,2991.2,2993.06,2991.2,2992.17,170.2046,2026,1,1
2026-01-01 21:15:00+00:00,2992.17,2992.17,2990.87,2991.37,136.2392,2026,1,1
2026-01-01 21:20:00+00:00,2991.37,2991.97,2991.0,2991.97,142.5389,2026,1,1
2026-01-01 21:25:00+00:00,2991.96,2992.95,2991.96,2992.61,95.759,2026,1,1
2026-01-01 21:30:00+00:00,2992.61,2992.62,2988.36,2989.43,270.2998,2026,1,1
2026-01-01 21:35:00+00:00,2989.43,2990.5,2988.6,2989.17,159.7752,2026,1,1
2026-01-01 21:40:00+00:00,2989.18,2990.37,2988.24,2988.24,141.1019,2026,1,1
2026-01-01 21:45:00+00:00,2988.24,2989.33,2987.66,2988.74,224.8633,2026,1,1
2026-01-01 21:50:00+00:00,2988.74,2990.33,2988.74,2989.78,144.0373,2026,1,1
2026-01-01 21:55:00+00:00,2989.78,2989.79,2989.36,2989.66,111.7778,2026,1,1
2026-01-01 22:00:00+00:00,2989.66,2991.38,2989.65,2991.37,182.8166,2026,1,1
2026-01-01 22:05:00+00:00,2991.37,2994.26,2991.19,2992.59,335.7519,2026,1,1
2026-01-01 22:10:00+00:00,2992.58,2992.82,2990.63,2991.45,299.5411,2026,1,1
2026-01-01 22:15:00+00:00,2991.45,2992.39,2991.45,2991.56,179.8202,2026,1,1
2026-01-01 22:20:00+00:00,2991.56,2991.64,2990.44,2991.63,246.6405,2026,1,1
2026-01-01 22:25:00+00:00,2991.64,2993.01,2991.64,2992.71,147.763,2026,1,1
2026-01-01 22:30:00+00:00,2992.71,2994.42,2992.43,2992.44,138.0767,2026,1,1
2026-01-01 22:35:00+00:00,2992.44,2992.44,2987.57,2990.51,926.5679,2026,1,1
2026-01-01 22:40:00+00:00,2990.51,2992.38,2990.09,2991.25,295.3628,2026,1,1
2026-01-01 22:45:00+00:00,2991.25,2993.72,2991.25,2993.72,179.7143,2026,1,1
2026-01-01 22:50:00+00:00,2993.72,2996.89,2991.6,2996.45,553.2453,2026,1,1
2026-01-01 22:55:00+00:00,2996.46,3000.26,2996.45,2999.3,2003.5507,2026,1,1
2026-01-01 23:00:00+00:00,2999.29,3003.73,2994.01,2994.02,1255.8386,2026,1,1
2026-01-01 23:05:00+00:00,2994.02,2997.32,2990.98,2996.55,891.3382,2026,1,1
2026-01-01 23:10:00+00:00,2996.55,2998.47,2994.59,2997.53,454.4845,2026,1,1
2026-01-01 23:15:00+00:00,2997.54,3002.18,2997.54,3001.6,308.5538,2026,1,1
2026-01-01 23:20:00+00:00,3001.6,3007.31,3001.6,3005.66,7210.8506,2026,1,1
2026-01-01 23:25:00+00:00,3005.66,3005.66,3003.32,3004.89,399.6208,2026,1,1
2026-01-01 23:30:00+00:00,3004.89,3010.0,3004.88,3005.69,1283.5831,2026,1,1
2026-01-01 23:35:00+00:00,3005.69,3009.0,3004.18,3005.34,721.1677,2026,1,1
